GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold
1873,207000,60,RL,8883,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,4,3,PConc,4,3,1,6,608.0,2,321.0,0.0,929.0,GasA,5,Y,946,927,0,1.0,0.0,2,1,3,1,4,7,1,Attchd,2,2.0,619.0,108,48,0,0,144,5,2007
1466,149900,20,RL,17755,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,3,3,CBlock,3,3,1,4,176.0,1,0.0,1290.0,1466.0,GasA,3,Y,1466,0,0,0.0,0.0,1,1,3,1,2,6,2,Attchd,3,2.0,528.0,0,140,0,0,100,11,2006
1040,87500,90,RL,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,1040,0,0,0.0,0.0,2,0,2,2,3,6,0,Detchd,1,2.0,400.0,0,0,0,0,0,5,2006
1755,188000,50,RL,7810,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,3,4,BrkTil,3,4,1,6,189.0,1,0.0,741.0,930.0,GasA,5,Y,1230,525,0,0.0,0.0,2,0,4,1,4,7,1,Detchd,1,1.0,231.0,0,40,0,0,0,11,2007
1986,213000,60,RL,8396,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,847,1139,0,0.0,0.0,2,1,4,1,4,9,1,BuiltIn,3,2.0,434.0,120,48,0,0,0,5,2008
1336,108000,50,C (all),11040,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,637.0,1,0.0,0.0,637.0,GasA,4,Y,897,439,0,0.0,0.0,1,1,3,1,3,7,0,CarPort,1,1.0,570.0,0,47,120,0,0,9,2006
1114,153000,20,RL,12450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,836.0,1,0.0,278.0,1114.0,GasA,5,Y,1114,0,0,1.0,0.0,2,0,3,1,4,6,0,Detchd,1,2.0,576.0,0,42,0,0,0,6,2009
985,149900,80,RL,8385,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,4,3,CBlock,4,4,3,6,595.0,1,0.0,390.0,985.0,GasA,3,Y,985,0,0,0.0,0.0,2,0,3,1,3,6,0,Attchd,1,1.0,328.0,210,0,0,0,0,11,2008
2500,355000,60,RL,13543,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,4,3,PConc,5,3,4,6,16.0,1,0.0,1152.0,1168.0,GasA,5,Y,1168,1332,0,0.0,0.0,3,1,5,1,5,9,1,BuiltIn,3,3.0,683.0,192,32,0,0,0,7,2008
1022,85000,30,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3,3,1,5,247.0,3,465.0,310.0,1022.0,GasW,3,N,1022,0,0,1.0,0.0,1,0,2,1,3,4,0,Detchd,1,1.0,280.0,0,30,226,0,0,6,2009
1362,194700,120,RL,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,3,5,20.0,1,0.0,1342.0,1362.0,GasA,5,Y,1362,0,0,0.0,0.0,2,0,2,1,4,6,1,Attchd,2,2.0,460.0,192,28,0,0,0,6,2007
1536,138400,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,2,448.0,1,0.0,480.0,928.0,GasA,3,Y,928,608,0,0.0,0.0,2,0,4,1,3,7,1,Detchd,1,2.0,480.0,0,10,0,0,0,3,2010
1728,207500,60,FV,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,3,503.0,1,0.0,361.0,864.0,GasA,5,Y,864,864,0,0.0,0.0,2,1,3,1,4,7,0,Attchd,2,2.0,673.0,216,56,0,0,0,5,2008
2840,292500,60,RL,12511,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,4,3,PConc,4,3,1,5,988.0,1,0.0,432.0,1420.0,GasA,5,Y,1420,1420,0,0.0,1.0,2,1,4,1,4,8,2,Attchd,3,4.0,1314.0,0,16,0,0,208,12,2008
1155,148000,85,RL,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,899.0,1,0.0,210.0,1109.0,GasA,3,Y,1155,0,0,1.0,0.0,1,0,3,1,4,6,0,Detchd,1,2.0,576.0,192,0,0,0,0,6,2010
1707,184000,20,RL,11088,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,3,3,PConc,3,3,1,5,832.0,1,0.0,308.0,1140.0,GasA,4,Y,1707,0,0,0.0,0.0,2,0,3,1,3,7,1,Attchd,3,2.0,479.0,0,0,0,0,0,5,2009
1513,137500,70,RM,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,939.0,939.0,GasA,5,Y,939,574,0,0.0,0.0,1,1,4,1,3,8,0,Detchd,1,1.0,180.0,24,0,150,0,0,5,2007
792,109500,30,RL,9022,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,0.0,768.0,768.0,GasA,5,Y,792,0,0,0.0,0.0,1,0,2,1,4,5,0,Detchd,1,1.0,240.0,316,0,120,0,0,5,2009
1948,211000,60,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,847,1101,0,0.0,0.0,2,1,4,1,4,8,1,BuiltIn,3,2.0,434.0,0,48,0,0,0,7,2007
1527,152500,60,RL,11419,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,2,5,699.0,1,0.0,0.0,699.0,GasA,5,Y,801,726,0,1.0,0.0,1,1,3,1,3,6,1,Attchd,1,2.0,410.0,0,0,134,0,0,12,2009
1419,184100,80,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,353.0,1,0.0,55.0,408.0,GasA,5,Y,779,640,0,1.0,0.0,2,1,3,1,4,7,1,BuiltIn,3,2.0,527.0,120,0,0,0,0,3,2009
1497,157000,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,3,201.0,2,162.0,462.0,825.0,GasA,5,Y,825,672,0,0.0,0.0,2,0,3,1,3,5,0,Detchd,1,1.0,672.0,272,0,0,0,0,5,2008
1437,218000,20,RL,10768,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,4,4,CBlock,4,3,4,5,1157.0,1,0.0,280.0,1437.0,GasA,3,Y,1437,0,0,1.0,0.0,2,0,3,1,4,6,1,Attchd,2,2.0,528.0,0,21,0,0,180,7,2007
1005,115000,20,RL,10434,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1005.0,1005.0,GasA,3,Y,1005,0,0,0.0,0.0,1,0,2,1,2,5,1,Detchd,1,2.0,672.0,0,0,0,0,0,11,2009
1668,232000,20,RL,10635,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4,3,3,4,370.0,6,972.0,315.0,1657.0,GasA,5,Y,1668,0,0,1.0,0.0,2,0,3,1,4,8,1,Attchd,3,2.0,502.0,0,262,0,0,0,5,2010
1368,120000,20,RL,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,3,2,3,1078.0,1,0.0,0.0,1078.0,GasA,3,Y,1368,0,0,1.0,0.0,1,0,3,1,3,6,0,Attchd,2,1.0,195.0,0,41,211,0,0,6,2009
1803,155000,20,RL,13125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,3,3,CBlock,3,3,1,3,168.0,4,682.0,284.0,1134.0,GasA,5,Y,1803,0,0,1.0,0.0,2,0,3,1,3,8,1,Attchd,2,2.0,484.0,0,0,0,0,0,1,2006
922,116000,20,RL,9770,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,512.0,1,0.0,410.0,922.0,GasA,3,Y,922,0,0,1.0,0.0,1,0,2,1,3,5,0,Attchd,1,1.0,308.0,0,34,0,0,0,4,2007
1096,157500,80,RL,13014,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,3,3,CBlock,3,3,3,5,528.0,1,0.0,480.0,1008.0,GasA,3,Y,1096,0,0,1.0,0.0,1,0,3,1,3,6,1,Attchd,1,2.0,484.0,168,0,0,0,0,12,2008
2327,240000,60,RL,10905,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1129.0,1129.0,GasA,5,Y,1129,1198,0,0.0,0.0,2,1,4,1,4,9,1,BuiltIn,2,2.0,596.0,0,57,0,0,0,8,2008
1426,189950,50,RL,7642,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,0.0,912.0,912.0,GasA,4,Y,912,514,0,0.0,0.0,1,1,3,1,4,7,1,Detchd,1,1.0,216.0,0,240,0,0,0,6,2007
1694,136500,50,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,3,423.0,1,0.0,758.0,1181.0,GasA,2,Y,1390,304,0,0.0,0.0,2,0,4,1,3,7,1,Detchd,1,2.0,576.0,342,0,128,0,0,6,2008
2432,159000,90,RL,7700,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,1,PConc,3,3,1,1,0.0,1,0.0,1216.0,1216.0,GasA,4,Y,1216,1216,0,0.0,0.0,4,2,4,2,3,10,0,Attchd,1,2.0,616.0,200,0,0,0,0,2,2010
1792,133000,90,RL,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,1,0.0,1,0.0,896.0,896.0,GasA,3,Y,896,896,0,0.0,0.0,2,2,4,2,3,8,0,Detchd,1,2.0,480.0,0,45,0,0,0,6,2008
1107,127000,20,RL,8050,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,474.0,4,38.0,437.0,949.0,GasA,3,Y,1107,0,0,1.0,0.0,1,0,3,1,4,5,0,Attchd,2,1.0,308.0,88,64,0,0,0,3,2007
996,108000,30,RL,13907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,4,290.0,1,0.0,706.0,996.0,GasA,5,Y,996,0,0,1.0,0.0,1,0,3,1,3,6,1,0,0,0.0,0.0,144,0,0,0,0,7,2008
955,127000,20,RL,7742,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,763.0,1,0.0,192.0,955.0,GasA,5,Y,955,0,0,1.0,0.0,1,0,3,1,3,6,0,Attchd,1,1.0,386.0,0,0,0,0,0,1,2007
1369,103600,70,RH,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,4,551.0,1,0.0,121.0,672.0,GasA,3,N,697,672,0,1.0,0.0,2,0,3,1,3,6,0,Detchd,1,1.0,300.0,147,0,0,0,0,7,2009
840,64000,30,RM,5747,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,798.0,798.0,GasA,4,Y,840,0,0,0.0,0.0,1,0,2,1,2,5,0,Detchd,1,1.0,250.0,112,0,0,0,0,6,2006
2014,169000,70,RM,9856,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,PConc,2,3,1,1,0.0,1,0.0,716.0,716.0,GasA,5,Y,1007,1007,0,0.0,0.0,2,0,5,1,3,8,0,Detchd,1,2.0,624.0,0,72,167,0,0,6,2006
1360,111000,70,RM,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,680.0,680.0,GasA,2,N,680,680,0,0.0,0.0,1,0,2,1,3,6,0,Attchd,1,1.0,330.0,192,50,0,0,0,1,2008
2315,257000,60,RL,15600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,7,1950,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,405.0,3,4,CBlock,4,3,1,6,760.0,1,0.0,408.0,1168.0,GasA,4,Y,1278,1037,0,1.0,0.0,2,0,4,1,3,9,3,Attchd,3,1.0,342.0,0,0,0,0,192,7,2006
1510,178900,20,RL,9680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,3,3,CBlock,3,3,1,4,1010.0,1,0.0,500.0,1510.0,GasA,5,Y,1510,0,0,1.0,0.0,2,0,3,1,4,6,0,Attchd,2,2.0,517.0,0,40,0,0,204,4,2010
1877,178900,60,RL,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,931.0,2,153.0,0.0,1084.0,GasA,3,Y,1084,793,0,1.0,0.0,2,1,4,1,3,8,1,Attchd,1,2.0,488.0,0,96,0,0,0,11,2007
816,100000,20,RL,8877,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,5,690.0,1,0.0,126.0,816.0,GasA,5,Y,816,0,0,1.0,0.0,1,0,2,1,3,3,1,Detchd,1,1.0,288.0,0,0,0,0,0,5,2009
1601,272000,20,RL,11423,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,3,3,6,1358.0,1,0.0,223.0,1581.0,GasA,5,Y,1601,0,0,1.0,0.0,2,0,3,1,4,6,1,Attchd,2,2.0,670.0,180,0,0,0,0,5,2010
1040,90000,90,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,1040,0,0,0.0,0.0,2,0,2,2,3,6,0,Detchd,1,2.0,420.0,0,0,0,0,0,6,2009
2019,167500,70,RL,11414,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,BrkTil,4,3,1,1,0.0,1,0.0,728.0,728.0,GasA,3,N,1136,883,0,0.0,0.0,1,0,3,1,4,8,0,Detchd,1,2.0,532.0,509,135,0,0,0,10,2009
936,140000,90,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,4,6,936.0,1,0.0,0.0,936.0,GasA,3,Y,936,0,0,1.0,0.0,1,0,2,1,3,4,0,Detchd,1,2.0,672.0,49,0,0,0,0,8,2007
841,82000,20,RH,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2,2,CBlock,3,2,1,1,0.0,1,0.0,721.0,721.0,GasA,4,Y,841,0,0,0.0,0.0,1,0,2,1,3,4,0,CarPort,1,1.0,294.0,250,0,24,0,0,9,2009
894,130000,20,RL,9764,Pave,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,702.0,1,0.0,192.0,894.0,GasA,5,Y,894,0,0,1.0,0.0,1,0,3,1,4,5,0,Attchd,2,2.0,450.0,0,0,0,0,0,5,2008
1424,168000,30,RL,7290,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1228.0,1228.0,GasA,5,Y,1424,0,0,0.0,0.0,2,0,2,1,3,7,1,Attchd,1,1.0,312.0,0,0,90,0,0,4,2008
1589,226500,120,RL,3621,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,4,6,1084.0,1,0.0,322.0,1406.0,GasA,5,Y,1589,0,0,1.0,0.0,2,0,2,1,4,7,1,Attchd,3,3.0,630.0,143,20,0,0,0,11,2007
1743,279000,20,RL,20064,Pave,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,4,4,2,51.0,6,915.0,0.0,966.0,GasA,5,Y,1743,0,0,2.0,0.0,0,1,0,1,4,5,2,Attchd,3,2.0,529.0,646,0,0,0,0,5,2007
1306,76500,30,RL,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3,3,1,1,0.0,1,0.0,728.0,728.0,GasA,5,Y,1306,0,0,0.0,0.0,1,0,3,1,2,6,0,0,0,0.0,0.0,263,0,0,0,0,5,2010
792,99900,20,RL,5470,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,792.0,792.0,GasA,4,Y,792,0,0,0.0,0.0,1,0,2,1,3,4,0,Attchd,1,1.0,366.0,0,90,0,0,0,8,2009
1034,185000,120,RM,3907,Pave,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,4,6,747.0,1,0.0,235.0,982.0,GasA,4,Y,1034,0,0,1.0,0.0,1,0,1,1,4,4,1,Attchd,3,2.0,598.0,141,36,0,0,0,4,2010
2344,265000,60,RL,10208,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1264.0,1264.0,GasA,5,Y,1277,1067,0,0.0,0.0,2,1,3,1,4,7,1,Attchd,2,3.0,889.0,220,0,0,0,0,7,2009
1433,161000,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,2,4,915.0,1,0.0,336.0,1251.0,GasA,3,Y,1433,0,0,1.0,0.0,1,0,3,1,3,7,1,Attchd,1,2.0,441.0,144,0,205,0,0,6,2006
1060,136500,40,RL,6854,Pave,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,2,317.0,3,227.0,212.0,756.0,GasA,3,N,916,144,0,1.0,0.0,1,0,1,1,3,6,1,Detchd,1,1.0,308.0,0,65,0,0,150,8,2007
1638,139000,50,RM,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,967.0,967.0,GasA,4,Y,967,671,0,0.0,0.0,2,0,4,1,4,6,0,Detchd,1,1.0,384.0,0,21,0,0,0,4,2006
1786,228950,190,RL,164660,Grvl,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,4,5,1249.0,4,147.0,103.0,1499.0,GasA,5,Y,1619,167,0,2.0,0.0,2,0,3,1,3,7,2,Attchd,3,2.0,529.0,670,0,0,0,0,8,2008
2654,250000,60,RL,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3,3,2,4,619.0,1,0.0,435.0,1054.0,GasA,3,Y,1512,1142,0,1.0,0.0,2,1,4,1,4,9,1,Attchd,1,2.0,619.0,0,65,0,0,222,8,2006
2599,333168,60,RL,14774,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1393.0,1393.0,GasA,5,Y,1422,1177,0,0.0,0.0,2,1,4,1,4,10,1,BuiltIn,3,3.0,779.0,668,30,0,0,0,5,2010
1609,127500,50,RM,4347,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,4,1,1,0.0,1,0.0,796.0,796.0,GasA,5,Y,825,784,0,0.0,0.0,1,0,3,1,3,7,0,Detchd,1,1.0,228.0,0,182,0,0,0,6,2008
